BLcode,country,year,sex,agefrom,ageto,lu,lp,lpc,ls,lsc,lh,lhc,yr_sch,yr_sch_pri,yr_sch_sec,yr_sch_ter,pop,WBcode,region_code
316,"Mongolia",1970,"MF",15,999,46.50,26.45,10.85,21.45,10.78,5.60,2.79,3.30,1.83,1.30,0.17,705,"MNG","East Asia and the Pacific"
316,"Mongolia",1975,"MF",15,999,18.39,34.70,15.40,37.88,19.95,9.02,4.39,5.42,2.88,2.28,0.27,812,"MNG","East Asia and the Pacific"
316,"Mongolia",1980,"MF",15,999,12.43,31.37,14.98,46.48,24.88,9.73,4.68,6.19,3.18,2.72,0.29,946,"MNG","East Asia and the Pacific"
316,"Mongolia",1985,"MF",15,999,6.84,28.04,14.24,55.02,29.84,10.18,5.16,6.92,3.29,3.32,0.31,1103,"MNG","East Asia and the Pacific"
316,"Mongolia",1990,"MF",15,999,2.00,22.23,12.03,66.59,37.54,9.17,4.61,7.71,3.39,4.05,0.28,1294,"MNG","East Asia and the Pacific"
316,"Mongolia",1995,"MF",15,999,4.01,19.38,11.01,66.97,38.23,9.64,4.88,7.76,3.23,4.24,0.29,1460,"MNG","East Asia and the Pacific"
316,"Mongolia",2000,"MF",15,999,5.46,16.37,9.63,68.97,38.90,9.20,4.71,7.81,3.11,4.43,0.28,1620,"MNG","East Asia and the Pacific"
316,"Mongolia",2005,"MF",15,999,4.43,16.67,10.27,67.34,35.75,11.56,5.92,7.95,3.07,4.53,0.35,1841,"MNG","East Asia and the Pacific"
316,"Mongolia",2010,"MF",15,999,3.57,14.53,9.16,66.84,33.98,15.07,7.95,8.31,3.18,4.66,0.46,2029,"MNG","East Asia and the Pacific"
82,"Myanmar",1950,"MF",15,999,77.05,14.10,4.17,8.53,1.51,0.35,0.18,1.12,0.72,0.39,0.01,11093,"MMR","East Asia and the Pacific"
82,"Myanmar",1955,"MF",15,999,75.43,15.28,4.59,8.96,1.59,0.38,0.20,1.20,0.77,0.41,0.01,11753,"MMR","East Asia and the Pacific"
82,"Myanmar",1960,"MF",15,999,74.53,16.27,5.14,8.88,1.57,0.38,0.20,1.22,0.80,0.41,0.01,12796,"MMR","East Asia and the Pacific"
82,"Myanmar",1965,"MF",15,999,71.04,18.90,6.10,9.75,1.88,0.38,0.20,1.37,0.91,0.45,0.01,14172,"MMR","East Asia and the Pacific"
82,"Myanmar",1970,"MF",15,999,71.10,17.57,5.43,11.01,2.23,0.34,0.17,1.43,0.91,0.51,0.01,15873,"MMR","East Asia and the Pacific"
82,"Myanmar",1975,"MF",15,999,68.86,17.86,5.48,13.12,3.12,0.17,0.08,1.60,1.00,0.60,0.01,17828,"MMR","East Asia and the Pacific"
82,"Myanmar",1980,"MF",15,999,56.94,26.24,8.30,15.38,4.58,1.43,0.70,2.20,1.36,0.79,0.04,20021,"MMR","East Asia and the Pacific"
82,"Myanmar",1985,"MF",15,999,47.27,32.49,10.36,18.27,7.13,1.96,1.01,2.72,1.67,0.99,0.06,22613,"MMR","East Asia and the Pacific"
82,"Myanmar",1990,"MF",15,999,35.05,52.92,18.28,8.49,4.36,3.54,1.83,2.73,1.99,0.64,0.11,25550,"MMR","East Asia and the Pacific"
82,"Myanmar",1995,"MF",15,999,28.70,58.00,20.80,9.46,5.85,3.84,2.00,3.12,2.27,0.73,0.12,28773,"MMR","East Asia and the Pacific"
82,"Myanmar",2000,"MF",15,999,23.17,61.27,23.67,10.44,7.17,5.12,2.69,3.60,2.57,0.87,0.16,32216,"MMR","East Asia and the Pacific"
82,"Myanmar",2005,"MF",15,999,19.72,60.96,25.55,13.30,9.87,6.02,3.20,4.11,2.83,1.09,0.18,35625,"MMR","East Asia and the Pacific"
82,"Myanmar",2010,"MF",15,999,15.27,61.69,28.26,15.87,12.49,7.17,3.84,4.67,3.13,1.32,0.22,39134,"MMR","East Asia and the Pacific"
134,"Papua New Guinea",1950,"MF",15,999,90.70,6.53,0.23,2.76,0.72,0.07,0.03,0.50,0.37,0.13,0.00,1093,"PNG","East Asia and the Pacific"
134,"Papua New Guinea",1955,"MF",15,999,88.75,8.19,0.29,3.04,1.14,0.07,0.04,0.59,0.44,0.15,0.00,1129,"PNG","East Asia and the Pacific"
134,"Papua New Guinea",1960,"MF",15,999,85.31,10.93,0.43,3.70,1.40,0.11,0.06,0.76,0.57,0.18,0.00,1193,"PNG","East Asia and the Pacific"
134,"Papua New Guinea",1965,"MF",15,999,81.38,13.73,0.57,4.78,1.80,0.15,0.07,0.97,0.72,0.24,0.00,1244,"PNG","East Asia and the Pacific"
134,"Papua New Guinea",1970,"MF",15,999,75.47,17.35,0.94,7.02,2.66,0.18,0.09,1.33,0.98,0.34,0.01,1440,"PNG","East Asia and the Pacific"
134,"Papua New Guinea",1975,"MF",15,999,72.24,18.68,4.90,8.73,3.40,0.37,0.18,1.70,1.25,0.44,0.01,1614,"PNG","East Asia and the Pacific"
134,"Papua New Guinea",1980,"MF",15,999,67.70,21.53,9.16,10.23,4.24,0.55,0.26,2.11,1.57,0.53,0.02,1825,"PNG","East Asia and the Pacific"
134,"Papua New Guinea",1985,"MF",15,999,61.67,25.90,15.36,11.82,5.09,0.62,0.31,2.61,1.98,0.61,0.02,2074,"PNG","East Asia and the Pacific"
134,"Papua New Guinea",1990,"MF",15,999,55.70,30.79,21.37,12.78,5.73,0.74,0.36,3.07,2.38,0.67,0.02,2414,"PNG","East Asia and the Pacific"
134,"Papua New Guinea",1995,"MF",15,999,50.38,37.97,28.84,10.41,4.85,1.24,0.59,3.33,2.70,0.59,0.04,2727,"PNG","East Asia and the Pacific"
134,"Papua New Guinea",2000,"MF",15,999,44.90,44.97,32.05,8.78,4.13,1.33,0.62,3.47,2.92,0.51,0.04,3096,"PNG","East Asia and the Pacific"
134,"Papua New Guinea",2005,"MF",15,999,40.17,49.92,42.53,8.65,4.19,1.29,0.57,3.91,3.37,0.51,0.04,3515,"PNG","East Asia and the Pacific"
134,"Papua New Guinea",2010,"MF",15,999,38.32,51.70,46.15,8.83,4.36,1.20,0.53,4.08,3.54,0.51,0.03,4054,"PNG","East Asia and the Pacific"
98,"Philippines",1950,"MF",15,999,46.75,40.70,10.02,10.01,5.61,2.51,1.49,2.77,2.27,0.41,0.08,11280,"PHL","East Asia and the Pacific"
98,"Philippines",1955,"MF",15,999,27.19,54.52,14.08,12.86,7.17,5.41,3.05,3.94,3.15,0.62,0.17,12762,"PHL","East Asia and the Pacific"
98,"Philippines",1960,"MF",15,999,25.97,53.42,16.40,14.33,7.90,6.28,3.52,4.22,3.33,0.70,0.20,14648,"PHL","East Asia and the Pacific"
98,"Philippines",1965,"MF",15,999,20.96,54.69,18.09,15.81,8.66,8.55,4.80,4.74,3.64,0.83,0.27,16973,"PHL","East Asia and the Pacific"
98,"Philippines",1970,"MF",15,999,14.86,55.69,19.96,18.79,9.97,10.66,7.73,5.41,4.04,1.00,0.37,19983,"PHL","East Asia and the Pacific"
98,"Philippines",1975,"MF",15,999,10.20,53.93,23.04,23.19,11.93,12.66,6.14,6.04,4.46,1.21,0.38,23445,"PHL","East Asia and the Pacific"
98,"Philippines",1980,"MF",15,999,8.64,48.87,22.82,26.25,13.08,16.29,8.24,6.63,4.70,1.44,0.49,27353,"PHL","East Asia and the Pacific"
98,"Philippines",1985,"MF",15,999,7.15,45.91,22.66,29.96,14.55,16.76,9.98,6.96,4.86,1.56,0.53,31438,"PHL","East Asia and the Pacific"
98,"Philippines",1990,"MF",15,999,5.20,41.40,21.52,34.20,16.56,18.80,12.75,7.47,5.07,1.77,0.63,36099,"PHL","East Asia and the Pacific"
98,"Philippines",1995,"MF",15,999,5.26,36.70,20.06,35.39,17.59,22.52,16.83,7.92,5.18,1.96,0.79,41428,"PHL","East Asia and the Pacific"
98,"Philippines",2000,"MF",15,999,5.40,33.30,19.10,35.51,17.85,25.80,20.46,8.27,5.25,2.10,0.93,47338,"PHL","East Asia and the Pacific"
98,"Philippines",2005,"MF",15,999,4.70,29.11,17.51,39.16,20.28,27.03,21.54,8.61,5.37,2.27,0.97,53869,"PHL","East Asia and the Pacific"
98,"Philippines",2010,"MF",15,999,4.17,25.39,15.98,41.44,21.00,29.01,22.92,8.95,5.47,2.44,1.04,60835,"PHL","East Asia and the Pacific"
92,"Republic of Korea",1950,"MF",15,999,27.84,63.49,53.98,7.10,3.70,1.54,0.74,4.51,4.04,0.42,0.05,11003,"KOR","East Asia and the Pacific"
92,"Republic of Korea",1955,"MF",15,999,22.83,62.69,54.71,12.66,6.53,1.81,0.86,5.13,4.39,0.68,0.05,12993,"KOR","East Asia and the Pacific"
92,"Republic of Korea",1960,"MF",15,999,42.60,36.94,32.52,17.78,8.69,2.60,1.40,4.34,3.31,0.95,0.08,14518,"KOR","East Asia and the Pacific"
92,"Republic of Korea",1965,"MF",15,999,31.66,39.58,37.71,24.75,10.88,3.97,2.14,5.47,4.04,1.31,0.12,16194,"KOR","East Asia and the Pacific"
92,"Republic of Korea",1970,"MF",15,999,24.31,39.13,37.55,30.77,13.40,5.78,3.14,6.34,4.49,1.67,0.18,18495,"KOR","East Asia and the Pacific"
92,"Republic of Korea",1975,"MF",15,999,17.24,36.39,35.11,39.85,18.51,6.58,3.47,7.28,4.93,2.15,0.20,21962,"KOR","East Asia and the Pacific"
92,"Republic of Korea",1980,"MF",15,999,13.07,28.03,27.13,49.79,26.11,9.12,4.76,8.29,5.19,2.82,0.28,25163,"KOR","East Asia and the Pacific"
92,"Republic of Korea",1985,"MF",15,999,10.87,20.92,20.22,54.70,31.91,13.51,6.92,9.14,5.33,3.41,0.41,28577,"KOR","East Asia and the Pacific"
92,"Republic of Korea",1990,"MF",15,999,11.43,22.01,20.96,47.76,31.44,18.80,9.22,9.35,5.28,3.50,0.56,31793,"KOR","East Asia and the Pacific"
92,"Republic of Korea",1995,"MF",15,999,6.70,13.90,13.20,57.20,42.90,22.20,10.52,10.57,5.58,4.34,0.65,34487,"KOR","East Asia and the Pacific"
92,"Republic of Korea",2000,"MF",15,999,5.93,11.76,11.40,52.03,38.97,30.24,13.69,11.05,5.63,4.54,0.88,37028,"KOR","East Asia and the Pacific"
92,"Republic of Korea",2005,"MF",15,999,4.84,10.44,10.15,47.73,37.30,36.99,16.00,11.53,5.70,4.77,1.06,38925,"KOR","East Asia and the Pacific"
92,"Republic of Korea",2010,"MF",15,999,3.72,8.97,8.75,44.85,36.25,42.46,17.11,11.94,5.77,4.98,1.19,40868,"KOR","East Asia and the Pacific"
100,"Singapore",1950,"MF",15,999,61.15,22.90,8.20,14.96,4.30,0.97,0.53,2.66,1.89,0.74,0.03,609,"SGP","East Asia and the Pacific"
100,"Singapore",1955,"MF",15,999,56.12,25.06,8.76,17.73,5.42,1.13,0.60,3.07,2.15,0.89,0.03,766,"SGP","East Asia and the Pacific"
100,"Singapore",1960,"MF",15,999,49.39,27.25,9.81,21.81,6.94,1.54,0.81,3.66,2.51,1.10,0.05,928,"SGP","East Asia and the Pacific"
100,"Singapore",1965,"MF",15,999,43.03,28.29,10.81,26.67,8.66,1.99,1.03,4.31,2.89,1.36,0.06,1059,"SGP","East Asia and the Pacific"
100,"Singapore",1970,"MF",15,999,34.29,29.60,12.12,34.15,11.34,1.93,0.96,5.18,3.42,1.71,0.06,1271,"SGP","East Asia and the Pacific"
100,"Singapore",1975,"MF",15,999,32.40,36.23,16.06,28.71,9.24,2.65,1.28,5.02,3.45,1.49,0.08,1522,"SGP","East Asia and the Pacific"
100,"Singapore",1980,"MF",15,999,29.81,38.50,18.29,28.42,10.47,3.25,1.59,5.24,3.60,1.54,0.10,1762,"SGP","East Asia and the Pacific"
100,"Singapore",1985,"MF",15,999,19.50,45.14,22.37,31.94,11.52,3.42,1.85,5.96,4.15,1.71,0.11,2052,"SGP","East Asia and the Pacific"
100,"Singapore",1990,"MF",15,999,10.24,49.75,25.91,36.71,9.53,3.30,1.83,6.63,4.67,1.86,0.10,2368,"SGP","East Asia and the Pacific"
100,"Singapore",1995,"MF",15,999,9.54,43.35,23.14,38.59,11.19,8.52,4.91,7.37,4.82,2.28,0.27,2700,"SGP","East Asia and the Pacific"
100,"Singapore",2000,"MF",15,999,9.10,37.04,20.14,40.40,13.62,13.46,7.91,8.07,4.95,2.70,0.43,3141,"SGP","East Asia and the Pacific"
100,"Singapore",2005,"MF",15,999,8.55,35.57,20.00,38.66,15.96,17.23,10.11,8.47,5.02,2.90,0.55,3482,"SGP","East Asia and the Pacific"
100,"Singapore",2010,"MF",15,999,8.23,27.21,15.76,46.28,22.26,18.28,10.63,9.13,5.16,3.39,0.58,3872,"SGP","East Asia and the Pacific"
103,"Taiwan",1950,"MF",15,999,42.48,38.16,31.16,15.86,7.44,3.55,1.79,4.26,3.24,0.91,0.11,4525,"TWN","East Asia and the Pacific"
103,"Taiwan",1955,"MF",15,999,37.90,39.90,32.66,18.71,8.52,3.56,1.72,4.65,3.51,1.03,0.11,5137,"TWN","East Asia and the Pacific"
103,"Taiwan",1960,"MF",15,999,33.48,42.70,34.46,20.12,9.69,3.77,1.59,4.98,3.75,1.12,0.11,5888,"TWN","East Asia and the Pacific"
103,"Taiwan",1965,"MF",15,999,28.25,45.06,37.15,22.31,11.10,4.46,1.86,5.47,4.07,1.27,0.13,6961,"TWN","East Asia and the Pacific"
103,"Taiwan",1970,"MF",15,999,23.61,43.77,36.84,27.08,13.94,5.59,2.19,6.10,4.38,1.57,0.16,8853,"TWN","East Asia and the Pacific"
103,"Taiwan",1975,"MF",15,999,19.60,40.40,34.63,33.50,19.50,6.50,2.49,6.81,4.65,1.98,0.18,10446,"TWN","East Asia and the Pacific"
103,"Taiwan",1980,"MF",15,999,15.70,35.50,30.80,38.80,22.30,9.90,3.59,7.61,4.91,2.43,0.27,12092,"TWN","East Asia and the Pacific"
103,"Taiwan",1985,"MF",15,999,12.37,31.86,25.74,44.12,24.81,11.70,4.33,8.17,5.08,2.77,0.32,13598,"TWN","East Asia and the Pacific"
103,"Taiwan",1990,"MF",15,999,9.47,28.68,21.01,46.72,26.97,15.19,5.42,8.74,5.21,3.12,0.41,14876,"TWN","East Asia and the Pacific"
103,"Taiwan",1995,"MF",15,999,6.89,24.52,15.58,49.70,29.08,18.99,6.31,9.33,5.32,3.50,0.51,16280,"TWN","East Asia and the Pacific"
103,"Taiwan",2000,"MF",15,999,4.86,20.50,15.64,51.12,31.44,23.52,7.33,10.07,5.56,3.89,0.62,17574,"TWN","East Asia and the Pacific"
103,"Taiwan",2005,"MF",15,999,3.15,16.64,14.44,48.08,32.98,32.12,9.42,10.93,5.74,4.36,0.83,18511,"TWN","East Asia and the Pacific"
103,"Taiwan",2010,"MF",15,999,2.37,13.43,9.05,46.04,32.52,38.17,10.19,11.34,5.73,4.65,0.97,19035,"TWN","East Asia and the Pacific"
104,"Thailand",1950,"MF",15,999,49.74,43.81,31.80,6.02,1.55,0.49,0.25,3.35,3.10,0.24,0.01,11357,"THA","East Asia and the Pacific"
104,"Thailand",1955,"MF",15,999,43.15,49.83,37.17,6.55,1.68,0.53,0.27,3.81,3.54,0.26,0.02,13048,"THA","East Asia and the Pacific"
104,"Thailand",1960,"MF",15,999,37.24,55.12,40.59,7.04,1.88,0.66,0.30,4.19,3.89,0.28,0.02,14797,"THA","East Asia and the Pacific"
104,"Thailand",1965,"MF",15,999,30.98,61.48,21.15,6.79,1.83,0.82,0.45,3.73,3.43,0.28,0.03,17001,"THA","East Asia and the Pacific"
104,"Thailand",1970,"MF",15,999,24.94,67.17,11.03,6.89,2.08,1.03,0.62,3.63,3.29,0.30,0.03,19976,"THA","East Asia and the Pacific"
104,"Thailand",1975,"MF",15,999,19.49,69.05,5.60,9.47,2.93,2.01,1.35,3.93,3.42,0.44,0.07,23633,"THA","East Asia and the Pacific"
104,"Thailand",1980,"MF",15,999,14.24,70.36,3.95,12.27,4.22,3.11,2.78,4.40,3.68,0.61,0.12,28059,"THA","East Asia and the Pacific"
104,"Thailand",1985,"MF",15,999,12.73,69.62,7.30,13.05,5.45,4.56,3.82,4.82,3.93,0.73,0.17,32591,"THA","East Asia and the Pacific"
104,"Thailand",1990,"MF",15,999,11.60,68.00,16.93,15.35,7.24,5.06,4.22,5.46,4.40,0.88,0.19,37220,"THA","East Asia and the Pacific"
104,"Thailand",1995,"MF",15,999,12.11,63.93,24.11,18.42,8.96,5.53,4.69,5.92,4.66,1.05,0.20,41799,"THA","East Asia and the Pacific"
104,"Thailand",2000,"MF",15,999,12.84,57.55,19.58,23.94,11.51,5.67,4.93,6.11,4.61,1.29,0.21,45700,"THA","East Asia and the Pacific"
104,"Thailand",2005,"MF",15,999,12.11,53.96,27.87,25.30,12.17,8.58,7.57,6.83,4.99,1.52,0.32,48939,"THA","East Asia and the Pacific"
104,"Thailand",2010,"MF",15,999,10.33,51.00,29.59,27.68,14.47,10.94,9.84,7.41,5.20,1.80,0.42,51912,"THA","East Asia and the Pacific"
136,"Tonga",1950,"MF",15,999,23.47,35.73,11.58,39.20,3.50,1.61,0.93,5.65,3.87,1.73,0.05,23,"TON","East Asia and the Pacific"
136,"Tonga",1955,"MF",15,999,21.47,35.68,11.90,41.18,3.71,1.68,0.97,5.87,4.00,1.82,0.05,28,"TON","East Asia and the Pacific"
136,"Tonga",1960,"MF",15,999,19.34,36.00,12.43,42.91,3.89,1.75,1.01,6.09,4.13,1.90,0.06,35,"TON","East Asia and the Pacific"
136,"Tonga",1965,"MF",15,999,17.06,34.96,12.94,46.19,4.22,1.78,1.00,6.41,4.32,2.04,0.06,41,"TON","East Asia and the Pacific"
136,"Tonga",1970,"MF",15,999,12.82,36.32,15.18,48.98,4.96,1.87,0.90,6.82,4.60,2.17,0.06,52,"TON","East Asia and the Pacific"
136,"Tonga",1975,"MF",15,999,9.44,31.99,14.35,56.34,6.47,2.23,1.05,7.49,4.90,2.52,0.07,49,"TON","East Asia and the Pacific"
136,"Tonga",1980,"MF",15,999,7.78,29.38,14.03,60.33,7.43,2.52,1.20,7.86,5.07,2.71,0.07,52,"TON","East Asia and the Pacific"
136,"Tonga",1985,"MF",15,999,7.56,28.50,14.53,61.56,8.01,2.39,1.16,7.84,5.13,2.64,0.07,55,"TON","East Asia and the Pacific"
136,"Tonga",1990,"MF",15,999,3.94,21.94,11.84,69.12,9.94,5.00,2.48,8.65,5.46,3.04,0.15,57,"TON","East Asia and the Pacific"
136,"Tonga",1995,"MF",15,999,1.09,18.75,10.54,74.09,11.14,6.07,3.08,9.21,5.69,3.34,0.18,58,"TON","East Asia and the Pacific"
136,"Tonga",2000,"MF",15,999,1.11,21.97,12.74,68.57,11.12,8.36,4.26,9.22,5.66,3.31,0.25,63,"TON","East Asia and the Pacific"
136,"Tonga",2005,"MF",15,999,1.10,25.50,15.47,63.00,12.00,10.30,5.30,9.21,5.63,3.27,0.31,67,"TON","East Asia and the Pacific"
136,"Tonga",2010,"MF",15,999,1.17,22.46,14.04,65.29,13.11,11.11,5.78,9.46,5.68,3.45,0.34,67,"TON","East Asia and the Pacific"
320,"Viet Nam",1950,"MF",15,999,50.37,41.72,14.59,7.63,2.88,0.29,0.17,2.15,1.80,0.33,0.01,18676,"VNM","East Asia and the Pacific"
320,"Viet Nam",1955,"MF",15,999,50.26,39.73,13.88,9.74,3.42,0.31,0.18,2.27,1.84,0.41,0.01,19553,"VNM","East Asia and the Pacific"
320,"Viet Nam",1960,"MF",15,999,44.22,42.55,15.36,12.77,4.76,0.51,0.26,2.68,2.11,0.56,0.02,20400,"VNM","East Asia and the Pacific"
320,"Viet Nam",1965,"MF",15,999,36.80,44.02,16.22,18.54,7.10,0.70,0.38,3.30,2.47,0.81,0.02,21543,"VNM","East Asia and the Pacific"
320,"Viet Nam",1970,"MF",15,999,31.10,43.37,17.22,24.78,9.36,0.81,0.42,3.89,2.79,1.07,0.02,23979,"VNM","East Asia and the Pacific"
320,"Viet Nam",1975,"MF",15,999,25.59,40.50,17.62,33.00,12.76,0.96,0.47,4.61,3.15,1.43,0.03,27293,"VNM","East Asia and the Pacific"
320,"Viet Nam",1980,"MF",15,999,20.50,37.69,17.82,40.90,16.83,0.91,0.44,5.29,3.48,1.79,0.03,30884,"VNM","East Asia and the Pacific"
320,"Viet Nam",1985,"MF",15,999,16.21,56.79,28.68,25.41,10.93,1.64,0.83,4.73,3.49,1.19,0.05,35397,"VNM","East Asia and the Pacific"
320,"Viet Nam",1990,"MF",15,999,13.20,73.67,39.39,11.24,5.07,1.89,0.97,4.14,3.48,0.60,0.06,40439,"VNM","East Asia and the Pacific"
320,"Viet Nam",1995,"MF",15,999,10.16,72.75,40.79,15.06,7.01,2.03,1.05,4.57,3.69,0.81,0.06,46079,"VNM","East Asia and the Pacific"
320,"Viet Nam",2000,"MF",15,999,7.88,69.41,40.25,19.74,9.33,2.97,1.55,5.09,3.88,1.12,0.09,52348,"VNM","East Asia and the Pacific"
320,"Viet Nam",2005,"MF",15,999,5.72,64.63,39.17,24.96,12.15,4.69,2.46,5.74,4.08,1.52,0.14,59354,"VNM","East Asia and the Pacific"
320,"Viet Nam",2010,"MF",15,999,4.32,59.73,37.25,29.05,14.58,6.89,3.67,6.34,4.22,1.91,0.21,66119,"VNM","East Asia and the Pacific"
156,"Albania",1950,"MF",15,999,39.90,30.92,18.04,27.29,3.65,1.87,1.11,4.68,3.76,0.87,0.06,740,"ALB","Europe and Central Asia"
156,"Albania",1955,"MF",15,999,37.28,33.63,19.86,27.06,4.55,2.03,1.20,4.86,3.91,0.89,0.06,839,"ALB","Europe and Central Asia"
156,"Albania",1960,"MF",15,999,37.21,32.69,22.29,27.70,5.73,2.41,1.34,5.06,4.03,0.96,0.08,948,"ALB","Europe and Central Asia"
156,"Albania",1965,"MF",15,999,35.09,31.72,22.60,30.31,6.97,2.88,1.56,5.39,4.22,1.08,0.09,1066,"ALB","Europe and Central Asia"
156,"Albania",1970,"MF",15,999,31.61,29.57,21.99,35.44,9.92,3.38,1.79,5.93,4.52,1.30,0.10,1232,"ALB","Europe and Central Asia"
156,"Albania",1975,"MF",15,999,26.71,27.31,20.98,41.92,12.96,4.06,2.11,6.61,4.91,1.57,0.12,1443,"ALB","Europe and Central Asia"
156,"Albania",1980,"MF",15,999,22.39,22.90,17.46,50.42,17.09,4.29,2.32,7.34,5.38,1.83,0.13,1716,"ALB","Europe and Central Asia"
156,"Albania",1985,"MF",15,999,14.76,20.21,15.80,60.18,21.68,4.85,2.53,8.37,6.07,2.15,0.15,1938,"ALB","Europe and Central Asia"
156,"Albania",1990,"MF",15,999,10.35,16.91,12.68,67.33,25.06,5.42,2.88,9.03,6.50,2.36,0.17,2213,"ALB","Europe and Central Asia"
156,"Albania",1995,"MF",15,999,6.04,19.34,14.15,68.62,26.31,6.00,3.29,9.44,6.84,2.41,0.19,2138,"ALB","Europe and Central Asia"
156,"Albania",2000,"MF",15,999,1.27,19.70,13.92,73.04,26.63,6.00,3.30,9.91,7.23,2.49,0.19,2143,"ALB","Europe and Central Asia"
156,"Albania",2005,"MF",15,999,0.87,12.78,9.67,79.47,27.87,6.88,3.75,10.30,7.43,2.65,0.21,2286,"ALB","Europe and Central Asia"
156,"Albania",2010,"MF",15,999,0.68,9.81,7.60,80.26,26.33,9.25,5.06,10.35,7.05,3.01,0.29,2431,"ALB","Europe and Central Asia"
308,"Armenia",1950,"MF",15,999,8.03,31.65,25.25,51.36,34.03,8.96,5.32,7.32,3.55,3.49,0.29,902,"ARM","Europe and Central Asia"
308,"Armenia",1955,"MF",15,999,7.20,31.09,24.81,52.73,34.64,8.98,5.36,7.43,3.59,3.56,0.29,1061,"ARM","Europe and Central Asia"
308,"Armenia",1960,"MF",15,999,5.31,27.91,22.67,55.45,39.07,11.33,6.39,7.97,3.68,3.93,0.35,1150,"ARM","Europe and Central Asia"
308,"Armenia",1965,"MF",15,999,4.30,26.29,21.52,57.91,40.93,11.50,6.78,8.18,3.73,4.09,0.37,1286,"ARM","Europe and Central Asia"
308,"Armenia",1970,"MF",15,999,3.90,22.75,18.83,60.91,44.54,12.44,6.99,8.51,3.77,4.36,0.39,1531,"ARM","Europe and Central Asia"
308,"Armenia",1975,"MF",15,999,3.25,18.91,15.77,63.91,47.97,13.93,7.50,8.90,3.81,4.66,0.43,1856,"ARM","Europe and Central Asia"
308,"Armenia",1980,"MF",15,999,2.52,15.44,12.92,67.00,52.47,15.04,8.06,9.47,4.49,4.51,0.46,2156,"ARM","Europe and Central Asia"
308,"Armenia",1985,"MF",15,999,1.66,13.35,11.77,68.81,55.17,16.17,8.70,9.98,4.98,4.50,0.50,2331,"ARM","Europe and Central Asia"
308,"Armenia",1990,"MF",15,999,1.24,10.95,9.71,70.64,57.84,17.18,9.59,10.39,5.35,4.50,0.54,2468,"ARM","Europe and Central Asia"
308,"Armenia",1995,"MF",15,999,0.93,9.58,8.54,71.92,59.12,17.58,9.93,10.41,5.29,4.57,0.55,2275,"ARM","Europe and Central Asia"
308,"Armenia",2000,"MF",15,999,0.60,7.35,6.24,75.02,61.77,17.03,9.49,10.42,5.02,4.87,0.53,2283,"ARM","Europe and Central Asia"
308,"Armenia",2005,"MF",15,999,0.50,6.60,6.02,75.71,62.31,17.18,9.40,10.39,4.79,5.07,0.53,2388,"ARM","Europe and Central Asia"
308,"Armenia",2010,"MF",15,999,0.58,5.57,5.14,73.17,60.67,20.68,11.47,10.52,4.62,5.25,0.64,2452,"ARM","Europe and Central Asia"
150,"Bulgaria",1950,"MF",15,999,17.60,67.14,20.90,12.56,4.77,2.75,1.72,5.18,4.75,0.34,0.09,5309,"BGR","Europe and Central Asia"
150,"Bulgaria",1955,"MF",15,999,14.62,61.96,25.87,20.58,7.88,2.83,2.01,5.99,5.39,0.51,0.10,5507,"BGR","Europe and Central Asia"
150,"Bulgaria",1960,"MF",15,999,11.67,63.82,28.27,20.30,7.85,4.34,2.88,6.35,5.65,0.55,0.14,5817,"BGR","Europe and Central Asia"
150,"Bulgaria",1965,"MF",15,999,9.57,71.63,34.85,14.50,5.57,4.30,3.09,6.34,5.76,0.43,0.15,6221,"BGR","Europe and Central Asia"
150,"Bulgaria",1970,"MF",15,999,7.51,62.13,39.35,23.70,9.19,6.66,4.21,7.40,6.49,0.69,0.22,6552,"BGR","Europe and Central Asia"
150,"Bulgaria",1975,"MF",15,999,5.88,57.14,40.09,28.33,11.34,8.68,5.48,7.99,6.85,0.86,0.28,6801,"BGR","Europe and Central Asia"
150,"Bulgaria",1980,"MF",15,999,5.00,52.23,38.64,32.43,13.83,10.35,6.51,8.40,7.06,1.00,0.34,6901,"BGR","Europe and Central Asia"
150,"Bulgaria",1985,"MF",15,999,4.28,46.14,35.45,37.15,16.42,12.41,7.75,8.81,7.23,1.18,0.40,7054,"BGR","Europe and Central Asia"
150,"Bulgaria",1990,"MF",15,999,4.03,44.13,35.00,38.63,17.73,13.07,8.17,8.79,6.96,1.40,0.42,6936,"BGR","Europe and Central Asia"
150,"Bulgaria",1995,"MF",15,999,3.35,42.08,33.92,39.06,18.47,15.46,9.38,9.07,7.09,1.49,0.50,6804,"BGR","Europe and Central Asia"
150,"Bulgaria",2000,"MF",15,999,1.35,39.65,30.65,43.02,20.69,15.99,9.85,9.37,7.21,1.65,0.52,6741,"BGR","Europe and Central Asia"
150,"Bulgaria",2005,"MF",15,999,1.29,35.26,29.67,47.61,23.61,15.88,9.77,9.67,7.35,1.81,0.51,6664,"BGR","Europe and Central Asia"
150,"Bulgaria",2010,"MF",15,999,1.06,31.21,26.90,50.31,25.67,17.45,10.70,9.83,7.17,2.10,0.56,6478,"BGR","Europe and Central Asia"
322,"Croatia",1950,"MF",15,999,30.83,56.54,18.86,10.46,4.24,2.18,1.28,4.48,4.03,0.38,0.07,2822,"HRV","Europe and Central Asia"
